24,121,30,4,100
25,130,30,4,100
26,147,30,4,100
27,130,30,4,100
28,122,30,4,100
29,132,30,4,100
0,135,30,4,233424280
1,137,30,4,233424280
2,120,30,4,233424280
3,127,30,4,233424280
4,133,30,4,233424280
5,124,30,4,233424280
6,127,30,4,233424280
7,151,30,4,233424280
8,117,30,4,233424280
9,124,30,4,233424280
10,148,30,4,233424280
11,121,30,4,233424280
12,129,30,4,233424280
13,124,30,4,233424280
14,136,30,4,233424280
15,153,30,4,233424280
16,139,30,4,233424280
17,149,30,4,233424280
18,114,30,4,233424280
19,155,30,4,233424280
20,107,30,4,233424280
21,131,30,4,233424280
22,142,30,4,233424280
23,127,30,4,233424280
24,136,30,4,233424280
25,141,30,4,233424280
26,146,30,4,233424280
27,149,30,4,233424280
28,120,30,4,233424280
29,138,30,4,233424280
0,125,30,4,429496729
1,135,30,4,429496729
2,140,30,4,429496729
3,152,30,4,429496729
4,135,30,4,429496729
5,122,30,4,429496729
6,128,30,4,429496729
7,115,30,4,429496729
8,130,30,4,429496729
9,126,30,4,429496729
10,141,30,4,429496729
11,117,30,4,429496729
12,149,30,4,429496729
13,136,30,4,429496729
14,129,30,4,429496729
15,145,30,4,429496729
16,141,30,4,429496729
17,129,30,4,429496729
18,139,30,4,429496729
19,126,30,4,429496729
20,117,30,4,429496729
21,136,30,4,429496729
22,138,30,4,429496729
23,118,30,4,429496729
24,162,30,4,429496729
25,132,30,4,429496729
26,135,30,4,429496729
27,117,30,4,429496729
28,139,30,4,429496729
29,146,30,4,429496729
0,338,30,10,100
1,322,30,10,100
2,337,30,10,100
3,333,30,10,100
4,343,30,10,100
5,348,30,10,100
6,320,30,10,100
7,323,30,10,100
8,339,30,10,100
9,337,30,10,100
10,304,30,10,100
11,337,30,10,100
12,340,30,10,100
13,343,30,10,100
14,349,30,10,100
15,333,30,10,100
16,358,30,10,100
17,341,30,10,100
18,320,30,10,100
19,312,30,10,100
20,352,30,10,100
21,329,30,10,100
22,341,30,10,100
23,331,30,10,100
24,327,30,10,100
25,325,30,10,100
26,351,30,10,100
27,321,30,10,100
28,338,30,10,100
29,308,30,10,100
0,331,30,10,233424280
1,323,30,10,233424280
2,321,30,10,233424280
3,335,30,10,233424280
4,330,30,10,233424280
5,313,30,10,233424280
6,309,30,10,233424280
7,326,30,10,233424280
8,336,30,10,233424280
9,335,30,10,233424280
10,318,30,10,233424280
11,317,30,10,233424280
12,309,30,10,233424280
13,322,30,10,233424280
14,348,30,10,233424280
15,351,30,10,233424280
16,344,30,10,233424280
17,335,30,10,233424280
18,330,30,10,233424280
19,364,30,10,233424280
20,314,30,10,233424280
21,338,30,10,233424280
22,368,30,10,233424280
23,329,30,10,233424280
24,340,30,10,233424280
25,334,30,10,233424280
26,373,30,10,233424280
27,335,30,10,233424280
28,340,30,10,233424280
29,332,30,10,233424280
0,350,30,10,429496729
1,342,30,10,429496729
2,358,30,10,429496729
3,353,30,10,429496729
4,347,30,10,429496729
5,354,30,10,429496729
6,321,30,10,429496729
7,313,30,10,429496729
8,327,30,10,429496729
9,324,30,10,429496729
10,339,30,10,429496729
11,313,30,10,429496729
12,339,30,10,429496729
13,327,30,10,429496729
14,342,30,10,429496729
15,351,30,10,429496729
16,332,30,10,429496729
17,340,30,10,429496729
18,321,30,10,429496729
19,322,30,10,429496729
20,334,30,10,429496729
21,328,30,10,429496729
22,333,30,10,429496729
23,333,30,10,429496729
24,324,30,10,429496729
25,322,30,10,429496729
26,304,30,10,429496729
27,322,30,10,429496729
28,348,30,10,429496729
29,337,30,10,429496729
